Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1
36,0.012517963069565156,0.9969412031267701,0.9963266306001325,0.036433873355188565,0.9898063200815495,0.968626444855044
37,0.002731718225092909,0.9992069785884219,0.9969466431986583,0.01675475289948504,0.9938837920489296,0.9730404812789641
38,0.007842464883083974,0.9971677806729353,0.995910344486925,0.06636091290188006,0.9857288481141692,0.9456774586175357
39,0.007952672608392625,0.9981873796306786,0.9936431686372488,0.012776212439787906,0.9949031600407747,0.9753920589612913
40,0.007677714336053039,0.998074090857596,0.9968272355411875,0.018991555747548527,0.9979612640163099,0.9925146449455052
41,0.016900205226950377,0.9956950266228617,0.972901236975499,0.150569257636865,0.9469928644240571,0.8805773824619888
42,0.020456761266190865,0.9932026736150448,0.9902733241151475,0.029686987720938755,0.9877675840978594,0.9702176468605263
43,0.013914140823688217,0.9968279143536876,0.9907787998449822,0.039274925998866936,0.9898063200815495,0.9679829509570889
44,0.0024508990476197964,0.9994335561345871,0.9989312499158297,0.021583408272069726,0.9949031600407747,0.9787602806956426
45,0.01245474371030611,0.9952418715305313,0.9834012815299624,0.027674252222407,0.9898063200815495,0.9670074221221943
46,0.0062129216082363785,0.9977342245383483,0.9954767396068449,0.029331644499061154,0.9918450560652395,0.9561994594528999
47,0.007426327631381086,0.998074090857596,0.9922092564512723,0.02350364485728862,0.9928644240570846,0.938611726643577
48,0.021372461484913324,0.9939956950266229,0.9808291231116499,0.1374520867736393,0.9582059123343527,0.9429200927173856
49,0.02151250735012209,0.9938824062535403,0.9891819305869836,0.10371779315966342,0.9796126401630989,0.9397437870697364
50,0.01146708591580028,0.996714625580605,0.996216244228545,0.07425410624687957,0.9796126401630989,0.9566209262259802
51,0.012572446725839482,0.9970544918998527,0.9952537732956178,0.01584564655050626,0.9928644240570846,0.9833785050845482
52,0.010869234823933059,0.9966013368075224,0.9959112406240328,0.0653685722974766,0.981651376146789,0.9626977109342609
53,0.006055900393410306,0.9987538234960915,0.9977199609462387,0.010765316803711438,0.9938837920489296,0.9715172758276206
54,0.004744264497933529,0.9987538234960915,0.9980092200453743,0.008445011336255769,0.9969418960244648,0.97456241932496
55,0.006710126835337875,0.9973943582191005,0.9960257448942132,0.010287786449302628,0.9969418960244648,0.9773764632835098
56,0.003279796378161645,0.9990936898153393,0.9985498383137289,0.03224308254145188,0.9928644240570846,0.9677324767682028
57,0.0051427159098127225,0.9983006684037612,0.996947965257488,0.02511475180808359,0.9949031600407747,0.985847530596156
58,0.02168633960285769,0.9932026736150448,0.9904911698995467,0.017861047457132507,0.9918450560652395,0.9672428936440968
59,0.007448865614626603,0.9975076469921831,0.9802988574170624,0.04279274514970768,0.9867482161060143,0.9499074404703094
60,0.005074075776581415,0.9985272459499264,0.9978280683260694,0.019045495428144932,0.9898063200815495,0.9637824306470246
61,0.007566785088083922,0.9985272459499264,0.9988316796139968,0.031573563182133925,0.9887869520897044,0.9595664551945464
62,0.0040635366840781825,0.9993202673615045,0.9997376070984167,0.007698470373885676,0.9979612640163099,0.991553274311895
63,0.0026154168480791323,0.9990936898153393,0.9990708466618902,0.01892951675657483,0.9918450560652395,0.9756369823868518
64,0.0017284491708570735,0.9996601336807522,0.9995929018086082,0.005816476329612454,0.9989806320081549,0.9923371647509579
65,0.0018012446133184377,0.9994335561345871,0.998227759076734,0.009087933636267852,0.9969418960244648,0.9894495108458884
66,0.013668440030390779,0.9958083153959443,0.9931845035826784,0.04597721544086551,0.9867482161060143,0.9472898984866531
67,0.018602244943152775,0.9942222725727881,0.9806574130663622,0.025572466035420977,0.9938837920489296,0.9682931859429138
68,0.005362899492210839,0.9985272459499264,0.9965781244154788,0.013702831290010702,0.9949031600407747,0.9759360698880855
69,0.01570151903427131,0.9956950266228617,0.987270854135197,0.0046271268099405925,0.9979612640163099,0.9793103448275862
70,0.00427821038518153,0.9987538234960915,0.9945537378252186,0.09771210300557175,0.9898063200815495,0.9573319952582963
71,0.006942010957662922,0.9979608020845134,0.9963263734039748,0.005808091720767418,0.9959225280326198,0.9957026665123003
72,0.0007775525915858955,0.9997734224538348,0.9999073542359974,0.0019768513169641125,1.0,1.0
73,0.0006401153143880829,0.9997734224538348,0.9999167597928983,0.0028048405107992383,0.9989806320081549,0.9923371647509579
74,0.005633342896756538,0.9981873796306786,0.9945790993947683,0.011205424046380325,0.9969418960244648,0.9972010235483763
75,0.008252853051825588,0.998074090857596,0.9964650454199135,0.03150384764675484,0.9918450560652395,0.9725649732699477
76,0.01607194505411543,0.9959216041690269,0.9927293672487946,0.030596773577787582,0.9898063200815495,0.955780022070877
77,0.009460059705412811,0.9976209357652657,0.9972788434724219,0.009705708175768544,0.9949031600407747,0.9873334509026832
78,0.00355622394829328,0.9988671122691741,0.9919093551290661,0.011140777814827342,0.9969418960244648,0.9782684928722079
79,0.0012157403748650738,0.9996601336807522,0.9990908535871843,0.002797856220549374,0.9989806320081549,0.9938107869142352
80,0.0006113209837510032,0.9996601336807522,0.9988558742427772,0.009276728903738641,0.9969418960244648,0.9782684928722079
81,0.0008713595414669473,0.9996601336807522,0.9990434775521874,0.007310686487501352,0.9979612640163099,0.9912953127955796
82,0.0031498194794421855,0.9988671122691741,0.9968851134212057,0.023660073752386736,0.9918450560652395,0.9762481388343457
83,0.0027680896315920166,0.9993202673615045,0.9984481231550978,0.004390816596513718,0.9989806320081549,0.9995866202762754
84,0.005596514897114712,0.9981873796306786,0.9981205446287851,0.02096657807939704,0.9928644240570846,0.9858953429146652
85,0.019452142637052135,0.9941089837997055,0.9909902763152438,0.04829387940968616,0.9857288481141692,0.9099003686580214
86,0.009884915847142003,0.9971677806729353,0.9911184084273426,0.021338981384151922,0.9928644240570846,0.9942179718544262
87,0.005457780849311563,0.998640534723009,0.9988207435131615,0.003917299794229213,0.9979612640163099,0.9793103448275862
88,0.0007317195571356863,0.9997734224538348,0.9998403894654947,0.006424713690604286,0.9969418960244648,0.9986885150967196
89,0.0014474113327473041,0.9996601336807522,0.999379672219374,0.016960454719542765,0.9949031600407747,0.9748154242017479
90,0.006938175611211453,0.9984139571768438,0.9987436045699095,0.008310578441240135,0.9959225280326198,0.9704859485792549
91,0.002350850527723746,0.9993202673615045,0.9993980174389044,0.00291848551847453,0.9979612640163099,0.9919237850272332
92,0.00027742463652743077,1.0,1.0,0.0015679072353083645,1.0,1.0
93,0.00044812256148798975,0.9998867112269174,0.9996781048722405,0.0016585160200845892,1.0,1.0
94,0.007278637382261674,0.9983006684037612,0.9978518806880576,0.14636176704570544,0.9704383282364933,0.91520158248684
95,0.012588818845637919,0.996148181715192,0.994366335264229,0.024851539425752175,0.9918450560652395,0.9803951937118893
96,0.008177226702510695,0.9983006684037612,0.9946843862385383,0.0338572551450995,0.9908256880733946,0.9611494319573517
97,0.005959681507339346,0.9981873796306786,0.9916592655790715,0.026063470827719617,0.9949031600407747,0.9705493963417828
98,0.00848385627830544,0.9978475133114308,0.9871448952034595,0.02304634804433579,0.9969418960244648,0.9786383731211316
99,0.0025232348207460736,0.9989804010422567,0.99817160218545,0.014334136399118694,0.9969418960244648,0.972956162611335
100,0.005683606635472479,0.998640534723009,0.992136516380186,0.007902301133340749,0.9969418960244648,0.9909969707475209
